id,text,sound,timestamp,translate
34025,"风暴巨人很少对人类表达善意，但当斯勒克·挥雷者被法师阿里莫所救时，他为法师的附魔法术充当媒介、以此表达谢意。阿里莫从巨人那里借来一道闪电，以此为他那总在抱怨队伍从未找到哪怕一把魔法战戟的同伴哈尔杜斯制造了一把战戟。来自风暴巨人的礼物使哈尔杜斯激动万分，他在拿到武器的瞬间便将其挥舞起来，意外击中一块位置不巧的巨石、随即死于其中的闪电力量。
 
属性：
 
战斗能力：
– 命中时15%概率震慑目标一轮（通过对法术的豁免检定则无效） 
– 严重失误时，武器对持有者造成1d4电击伤害
 
零级命中率：+2
伤害：1d10+2（挥砍或穿刺，取较优者），+1电击
使用速度：7
武器特长类别：战戟
种类：双手武器
需求：
 11力量
 
重量：12",,1457026380,1
34026,破魔箭+1,,1457026380,1
34027,"这些箭矢经过“反魔法力场”法术中所使用的同种能量附魔。传言中，完善这种箭矢的巫师此后被同行追杀致死。费伦大陆上仅有很少的巫师知道如何制作这种箭矢，并且他们通常不愿显露这种知识，免得遭其余巫师报复。
 
属性：
 
战斗能力：
– 目标在接下来的5轮中承受50%施法失败率（不可累积，通过对法术的豁免检定则无效）
 
零级命中率：+1
伤害：1d2
弹药类别：弓
 
重量：0",,1457026380,1
34028,碎击者+3,,1457026380,1
34029,"传说中的克伦·斐尔神锤拥有诸神之力。曾有铁匠打造了劣质的仿品并冠以克伦·斐尔之名，而作为诸神对此的惩戒，若其挥舞者胆敢唤出神锤之名，则其脚下的土地将震颤、撕裂，威胁着要吞噬渎神者与附近的一切。
 
属性：
 
战斗能力：
– 命中时15%几率使目标在一回合中防御等级承受-1惩罚（通过对法术的豁免检定则无效）
– 命中时2%几率以持有者为中心触发“地震术”
 
零级命中率：+3
伤害：1d4+4（粉碎）
使用速度：1
武器特长类别：战锤
种类：单手武器
需求：
 9力量
 
重量：4",,1457026380,1
34030,弓箭手之眼,,1457026380,1
34031,"这枚护符的挂坠是两只风干的眼球，上面有着“331”字样的铭文。传说这双眼睛曾属于一位双目皆盲却可百步穿杨的战士。这护符能使携带者获取类似的能力。
 
属性：
 
装备能力：
– 致命一击：+5%（限远程攻击）
– 敏捷：+1（弓箭手：+2）
 
重量：1",,1457026380,1
34032,摩瑟拉的短杖+2,,1457026380,1
34033,"意识到自己的学徒生涯将追随一位术士作为导师时，摩瑟拉感到十分失望——众所皆知，术士们并不以教导能力见长——但一个富有进取心的年轻法师绝不会放弃近距离研究魔像构装的机会。制造魔像正是术士利斯托姆的专长。
 
不幸的是——仅仅几天之内摩瑟拉就意识到了这一点——利斯托姆擅长制造魔像，但并不同样擅长控制它们。摩瑟拉学徒生涯的第一个星期过去时，她便意识到她需要自保的手段。于是摩瑟拉制造了这把短杖，希望它能对付那些不听话的构装体。当利斯托姆终于失去他仅存的些许理智时，摩瑟拉发现她的发明在对付疯子时一样好用。
 
属性：
 
装备能力：
– 对变形的豁免率：+2
 
零级命中率：+2，对构装体生物+3
伤害：1d6+2，对构装体生物+3
伤害类型：粉碎
使用速度：2
武器特长类别：棍棒
种类：单手武器
需求：
 5力量
 
重量：3",,1457026380,1
34034,圣洁之戒,,1457026380,1
34035,"这枚戒指为英雄扎齐拉所设计，其上铭刻圣洁符文。在扎齐拉向国王斯托尔姆三世寻求帮助时，皇家顾问、伟大的修吉斯特·卡拉什·阿诺斯托纳斯制作了这件物品，希望它能在一场对战恶魔吸血鬼的战斗中帮助这位英雄。扎齐拉在战斗中获胜，但迎接她凯旋的却是悲哀而非庆贺。在她最终归来时，国王已经过世。这件圣物被扎齐拉留在陵寝的入口，直到多年后被游荡的冒险者发现。
 
属性：
 
装备能力：
– 穿戴者受到“祝福术”效果
– 防御等级：对邪恶生物+2
– 生命值：+10
 
重量：0",,1457026380,1
34036,至景之镜,,1457026380,1
34037,"培拉维，一位侏儒法师，认为主物质位面的限制“过分无趣”，而立志游历每个他所能抵达的位面。培拉维制造了这对目镜来观察其余位面的生物，以期寻找安全的转移点。在和一位友善且彬彬有礼的魔鬼促膝长谈后，培拉维在对方的指引下传送到弗莱格索斯，然后随着一声痛苦的尖啸消失在熊熊燃烧的火柱中。他所留下的只有这一架冒着烟的观察镜。
 
属性：
 
装备能力：
– 侦测幻像：+25%
– 对幻术的豁免率检定：+3
 
充能能力：
– 将一个异界生物拉至主物质位面（三次使用机会）
 
重量：0",,1457026380,1
34038,阿伽萨的近万能溶剂,,1457026380,1
34039,"疯狂矮人炼金师阿伽萨所创造的强腐蚀性材料，平时两瓶分装，使用时混合、反应后的生成物可腐蚀所接触的几乎一切材质。小心轻放！疯矮人炼金术可不是闹着玩的。
 
属性：
 
重量：1",,1457026380,1
34040,苏伦塑像,,1457026380,1
34041,"苏伦小雕像
 
属性：
 
重量：1",,1457026380,1
34042,凯拉之印,,1457026380,1
34043,"这个金色的小印章上有光芒女士凯拉·阿尔吉特的日出徽记。就你看来，它不含任何魔法效果，但构成印章本身的黄金可能有些许经济价值。
 
属性：
 
重量：1",,1457026380,1
34044,净化石,,1457026380,1
34045,"这颗银灰色的光滑石头围绕着使用者的头部悬浮，不受重力等凡俗之物影响。它可使佩戴者免疫毒素与疾病，并且每天一次地，可用来驱除凡人体内非自然的污染。
 
属性：
 
装备能力：
– 免疫毒素与疾病
 
充能能力
– 每天一次中和毒素
 
重量：0",,1457026380,1
34046,特殊强化掘地虫召唤护符,,1457026380,1
34047,"这是黑暗德鲁伊费卢斯克的作品。项坠的外观类似掘地虫弯曲钳肢悬挂在铁链上，打磨过的甲壳在光线下折射出绿宝石般的光芒。费卢斯克打造的这个项坠可召唤一群掘地虫为穿戴者作战。
 
属性：
 
装备能力：
– 强酸抗性：+15%
 
充能能力：
– 召唤两只掘地虫（10次使用机会）
  施法距离：30尺
  持续时间：2回合
 
重量：0",,1457026380,1
34048,巴尔的圣徽,,1457026380,1
34049,"巴尔的圣徽，泪滴围绕头骨。
 
属性：
 
重量：1",,1457026380,1
34050,幽魂项坠,,1457026380,1
34051,幽魂项坠,,1457026380,1
34052,对抗巨魔匕首+1,,1457026380,1
34053,"对抗巨魔匕首+1
 
 
 
属性：
 
零级命中率：+1
伤害：1d4+2 （挥砍），+1d4火焰
使用速度：0
武器特长类别：匕首
种类：单手武器
需求：
 3力量
 
重量：3",,1457026380,1
34054,附魔种子,,1457026380,1
34055,"这颗拳头尺寸的橡实散发出绿色荧光。
 
属性：
 
重量：1",,1457026380,1
34056,掘地虫哨,,1457026380,1
34057,"木头雕刻的朴素口哨，所发出的高频噪音可以安抚愤怒的掘地虫。至少设计思路是这样。
 
属性：
 
充能能力：
– 每天三次，麻痹掘地虫（通过对法杖的豁免检定则无效）
  持续时间：5轮
  作用范围：使用者目力所及
 
重量：0",,1457026380,1
34058,覃菇人孢子囊,,1457026380,1
34059,"这个鼓胀的生物囊泡器官明显蕴藏着覃菇人繁殖的秘密。
 
属性：
 
充能能力：
召唤1d4个覃菇人（5次使用机会）
持续时间：2回合
 
重量：1",,1457026380,1
34060,鱼,,1457026380,1
34061,"鱼。

属性：

重量：0",,1457026380,1
34062,可怕的毒素,,1457026380,1
34063,"只要在食物或水里加上一滴，就能让任何摄入者暂时陷入严重的虚弱状态。

属性：

重量：0",,1457026380,1
34064,蝰蛇毒液,,1457026380,1
34065,蝰蛇毒液,,1457026380,1
34066,鸡血,,1457026380,1
34067,鸡血,,1457026380,1
34068,致命毒素,,1457026380,1
34069,致命毒素,,1457026380,1
34070,睡眠药剂,,1457026380,1
34071,睡眠药剂,,1457026380,1
34072,精良头盔,,1457026380,1
34073,精良头盔,,1457026380,1
34074,巨魔围栏钥匙,,1457026380,1
34075,"这把沉重的铁钥匙把手是巨魔面孔的形状。

属性：

重量：1",,1457026380,1
34076,龙刃堡金库钥匙,,1457026380,1
34077,"做工精致的钥匙，其邪恶风格与龙刃堡下那座有传送门通往阿凡纳斯的金库相匹配。发现这把钥匙时，凯拉·阿尔吉特用一条金链把它挂在脖子上。

属性：

重量：1",,1457026380,1
34078,鱼骨头,,1457026380,1
34079,"吃剩的鱼骨。

属性：

重量：1",,1457026380,1
34080,博德安之盾,,1457026380,1
34081,"英雄博德安曾使用的盾牌。是博德之门博物馆中失窃的一套铠甲的组件之一

属性：

装备能力：
– 防御等级：+4
– 力量：-1

战斗能力：
– 反射眼魔射线

需求：
 12力量

重量：4",,1457026380,1
34082,萨满,,1457026380,1
34083,萨满,,1457026380,1
34084,"萨满：与德鲁伊类似，萨满们与大自然构建神力链接，但比起关注物质世界，萨满有更强的通灵能力。他们可截留土壤与空气之中、动植物乃至死者体内流淌的能量，重塑它们以达成目的。最明显的表现是，他们可以召唤强大的灵体作为防御者或守护者。作为行走在两个世界之人，比起支配力萨满更加重视均衡。

职业特性：

– 只可穿戴皮甲、皮环甲或厚皮甲
– 不能佩戴比小圆盾更重的盾牌
– 只能使用匕首、棍棒、长矛、斧头、手杖、飞镖、投石索或短弓
– 任何武器只能达到专精等级（1技能点数）
– 任何战斗方式只能达到专精等级（1技能点数）
– 可以施放德鲁伊神术
– 与德鲁伊不同，不会在升级时自动习得当前等级所有神术。萨满需要在升级时选择其所习得的神术。已习得的神术在施放时无需事先记忆
– 除去升级获得神术之外，萨满自动获得以下的萨满专有神术、并可像施放常规神术一样施放它们：幽魂守卫，凋零之雾，灵性清明，魂火，幽魂召还，魂锁及以太门
– 获得侦测幻象能力，基础成功率为20%，此后每等级增加4%，直到20级时在100%封顶
– 可使用萨满舞蹈能力

萨满舞蹈：萨满可通过仪式性舞蹈召唤灵体同伴。舞蹈中的萨满防御等级-4，并且不能移动、攻击、施法、使用物品或特殊能力。舞蹈的每一轮，有35%+2%每萨满等级的概率一个灵体将回应呼唤。该概率20级时在75%封顶。对于所有灵体，如果萨满移动、停止舞蹈、或自身离开萨满的视线范围，灵体将消失。随着萨满等级提升，灵体的能力如下增强：
  等级1：小型动物灵体（蛇、狐狸、猎犬），最多同时存在2个幽灵
  等级6：大型动物灵体（熊、猎豹、野猪），最多同时存在3个幽灵
  等级12：小型自然灵体（次级风元素、次级土元素、次级火元素），最多同时存在4个幽灵
  等级12：大型自然灵体（风元素、土元素、火元素），最多同时存在5个幽灵
召唤而来的幽灵种类从当前等级可召唤的所有幽灵中随机选出。例如，一个等级12的萨满可能召唤出小型动物灵体、大型动物灵体或小型自然灵体，但无法选择出现的灵体类别。灵体将尽力保护萨满，但无法直接控制。

– 不会获得高智慧点数带来的额外神术施法位
– 阵营限制为中立善良、绝对中立或中立邪恶
– 不可转职或兼职
– 不可获取职业据点。（仅影响博德之门II增强版：安姆的阴影）
– 生命骰：d8",,1457026380,1
34085,你还是个孩子时，所显露出的看到隐型生物或灵体的能力使你的养父葛立安忧虑重重。直到乌斯嘎德特的野蛮人部落中一位萨满从冰风谷向烛堡寄送了一份古旧的卷轴，你的能力的真实面目才为人所知。他为你举办仪式、带你向成为萨满的灵性之路上踏出第一步。葛立安被你同父异母的兄弟沙弗洛克·安契夫杀死后，你离开烛堡、努力增强你与幽魂位面的联系。你的力量逐渐成长，沙弗洛克也是同样；你们二人的冲突或许从一开始就无法避免。你为葛立安复仇，亲手杀死了沙弗洛克，成为博德之门的英雄。但即使这座城市和她的居民传唱你的名字，你的精神注定长存于物质世界和那与之相伴的、看不见的灵性世界之间。,,1457026380,1
34086,嗨呀！<CHARNAME>，你醒了吗？是我呀，爱蒙。,BD34086,1465490678,1
34087,怎么了？一切都还好吗？,,1457026380,1
34088,萨满：与德鲁伊类似，萨满们与大自然构建神力链接，但比起关注物质世界，萨满有更强的通灵能力。萨满需要在升级时选择其所习得的神术。已习得的神术在施放时无需事先记忆。,,1457026380,1
34089,我醒了……,,1457026380,1
34090,我知道你是谁。而且我还没睡醒。,,1457026380,1
34091,那我猜我只能在睡梦里和你讲话了。,BD34091,1465490678,1
34092,我不知道。这就是问题所在。,BD34092,1465490678,1
34093,不过说真的。,,1457026380,1
34094,也许是城里发生的事让我有点坐立不安。北边有*好多*逃离十字军的人。我觉得我房间外有声音。我担心会出什么事情……,BD34094,1465490678,1
34095,有什么坏事要发生了。很快。我有预感。,,1457026380,1
34096,咱们在杜卡大公的宅院里。如果有什么事情发生，这里是最安全的地方。,,1457026380,1
34097,博德之门能发生什么坏事？不可能的！,,1457026380,1
34098,你房间外有声音？什么样的声音？,,1457026380,1
34099,可能是脚步声。轻声交谈的声音。说不定只是侍从。见鬼的，现在我觉得是我自己在犯傻。,BD34099,1465490678,1
34100,这一点也不好笑，<CHARNAME>。,,1457026380,1
34101,抱歉，爱蒙。,,1457026380,1
34102,还是有点好笑的。至少对我来说吧。,,1457026380,1
34103,如果你这么说。,,1457026380,1
34104,好吧，我到底为什么要和你讲话？,BD34104,1465490678,1
34105,抱歉打扰，<PRO_SIRMAAM>。我们是来打扫卫生的。,,1457026380,1
34106,你们该记得先敲门。,,1457026380,1
34107,打扫一间屋子需要三个人吗？还是在这种时候？说回来现在到底几点了？,,1457026380,1
34108,也真该是时候了。,,1457026380,1
34109,大半夜的你们来打扫卫生？,,1457026380,1
34110,十分抱歉，<PRO_SIRMAAM>。我以为这是间空屋子。至少比现在要空一点。啊算了，去他的吧。,,1457026380,1
34111,现在！,,1457026380,1
34112,啊！,,1457026380,1
34113,这是怎么——？,,1457026380,1
34114,杀了她！,,1457026380,1
34115,守卫！守卫！！,,1457026380,1
34116,发生了什——？,,1457026380,1
34117,入侵者！干掉他们！,,1457026380,1
34118,恕我打扰，<PRO_SIRMAAM>——我听到了一些声音——,,1457026380,1
34119,我需要治疗师！现在！,,1457026380,1
34120,去确保贝尔特公爵的安全！快！,,1457026380,1
34121,不难解释，我和这群人都没少出声。别干站着，过来帮忙！,,1457026380,1
34122,出去！,,1457026380,1
34123,立刻，寇温队长！,,1457026380,1
34124,我们需要一个治疗师——把芬斯特叫来！,,1457026380,1
34125,她会没事的，<CHARNAME>。芬斯特是我见过最好的牧师之一。,,1457026380,1
34126,这地方出什么事了？,,1457026380,1
34127,你他妈是谁？,,1457026380,1
34128,现在几点了？,,1457026380,1
34129,这帮渣滓是从哪来的？,,1457026380,1
34130,怎么能容许这种事发生？,,1457026380,1
34131,刚才有一群侍应生想杀了我们，怎么会这样？,,1457026380,1
34132,查尔·寇温，焰拳队长。,,1457026380,1
34133,我想说我很高兴见到你，但是——算了。我叫<CHARNAME>。,,1457026380,1
34134,能活到认识你真好，队长。,,1457026380,1
34135,你怎么在这儿，队长？,,1457026380,1
34136,我从几个本该是刺客的家伙手里救了你一命。,,1457026380,1
34137,你是？,,1457026380,1
34138,请相信我十分感谢你的所作所为。,,1457026380,1
34139,我控制住他们了。,,1457026380,1
34140,你的朋友——爱蒙？——可能有些不同意见。,,1457026380,1
34141,我是寇温，查尔·寇温，焰拳队长。,,1457026380,1
34142,我想说我很高兴见到你，队长，但是——算了。我叫<CHARNAME>。,,1457026380,1
34143,能活到认识你真好，队长。,,1457026380,1
34144,什么风把你吹来了？,,1457026380,1
34145,你的朋友就在你面前快要流血致死了而你要问的就是这个？,,1457026380,1
34146,抱歉——我刚睡醒。,,1457026380,1
34147,对我宽容点，我不是个感伤的人。,,1457026380,1
34148,说话注意点。而且你到底是什么人？,,1457026380,1
34149,我也希望我知道。,,1457026380,1
34150,贝尔特公爵该给他们许诺过的晋升。,,1457026380,1
34151,这肯定不是这件事真正的起因吧？不能吧？,,1457026380,1
34152,大公。你们准备怎样应对？,,1457026380,1
34153,如果我最好的朋友不是正躺在地板上流血，或许我还能觉得那有点幽默。,,1457026380,1
34154,当然不。你绝对不是个感伤的人，对吧？,,1457026380,1
34155,抱歉——我走神了。,,1457026380,1
34156,差不多。艾尔坦公爵让我来接你。,,1457026380,1
34157,艾尔坦公爵让我来接你。,,1457026380,1
34158,先救这个女人。然后再看看你还能不能为其他人做些什么。,,1457026380,1
34159,我听说这里有人需要治疗——哦老天。,,1457026380,1
34160,奇怪……攻击她的人在武器上涂了毒，但不是致命的毒素，只是能让人昏迷不醒。让她睡一觉就会好了。幸运的是你的伤口不深，<CHARNAME>。即使毒素影响到你，效果也不会很强烈。,,1457026380,1
34161,照料好我们的守卫，然后看看你能不能弄醒这些家伙之一。<CHARNAME>，艾尔坦公爵在等着你，咱们走吧。,,1457026380,1
34162,艾尔坦公爵在等着，<CHARNAME>。咱们走吧。,,1457026380,1
34163,爱蒙会没事吧？,,1457026380,1
34165,好吧。,,1457026380,1
34166,我说了她会没事。走吧，我来照顾她。,,1457026380,1
34167,她会没事的。来吧。,,1457026380,1
34168,这就是你粗鲁无礼了，<CHARNAME>。大公在等着。该*走*了。,,1457026380,1
34169,你怎么还在这里？快走，快走！,,1457026380,1
34170,走吧。,,1457026380,1
34171,为您服务。,,1457026380,1
34172,对，我知道，艾尔坦公爵让我来接你。,,1457026380,1
34173,关于这些刺客究竟为何攻击公馆，<CHARNAME>，你有没有什么想法？,,1457026380,1
34174,没有。,,1457026380,1
34175,完全没思路。我这么可爱，怎么会有人想伤我？,,1457026380,1
34176,想捅我的人多得是。但一般没几个人能疯到闯进公馆来干这事。,,1457026380,1
34177,想法我确实有一堆，但想法没用，我想要的是事实。,,1457026380,1
34178,贝尔特要气炸了。等着看人头落地吧，肯定不仅是那几个刺客。,,1457026380,1
34179,你看到袭击者前臂上的纹身了吗？,,1457026380,1
34180,落日的徽记？,,1457026380,1
34181,你看到袭击者前臂上的纹身了吗？地平线上的太阳？那是凯拉的徽记。,,1457026380,1
34182,我听过那个名字。,,1457026380,1
34183,意味着我还没把贝尔特公爵的手下彻底逼疯。是个好消息。,,1457026380,1
34184,我该到哪去找这个凯拉？,,1457026380,1
34185,我不知道，但我知道你可以去问谁。,,1457026380,1
34186,很远的地方。,,1457026380,1
34187,你对所有事都这样不认真吗？,,1457026380,1
34188,有人袭击我和我的朋友，我会认真对待这事的，相信我。,,1457026380,1
34189,能不就不。,,1457026380,1
34190,如果我的态度使你不快……我才不关系我的态度让你怎样。,,1457026380,1
34191,她就是让博德之门挤满流民的罪魁祸首。她在北方的十字军让几千人流离失所，一部分到这儿来了，更多的还在路上。,,1457026380,1
34192,她在北方的十字军运动让数千人流离失所。已经有一部分人跑到这里来了，我听说后面还有更多。,,1457026380,1
34193,她想干什么？,,1457026380,1
34194,那就恭喜本地的商店店主吧。,,1457026380,1
34195,让焰拳的日子不好过。,,1457026380,1
34196,看你问谁了，虽然我还没从谁那里听到过很好的答案。来吧，大公在等你了。,,1457026380,1
34197,你问过谁了？,,1457026380,1
34198,我问你呢。,,1457026380,1
34199,很快我会亲自去问她。她最好期待我喜欢她的答案。,,1457026380,1
34200,没人给过我满意的答案。目前为止没有。,,1457026380,1
34201,嗯，我想，贝尔特应该乐于听闻此事。,,1457026380,1
34202,你应该。,,1457026380,1
34203,日子比平时更难过，而且平时的日子也不好过。,,1457026380,1
34204,有钱人更有钱，他们赚了多少老百姓日子就难过多少。没啥新鲜的。走吧，大公在等你了。,,1457026380,1
34205,我希望我能给你一个满意的答案。或者*任何*答案。,,1457026380,1
34206,说正事吧。<CHARNAME>，我相信你应该认识收留你的贝尔特公爵和艾尔坦大公、还有安塔·银盾吧？,BD34206,1465490678,1
34207,老天爷啊！凯拉的眼线已经进城了？,,1457026380,1
34208,还不成气候。但看来他们确实来了……,,1457026380,1
34209,这些人是谁？而且你又是谁？,,1457026380,1
34210,我不知道“他们”是谁，但杜卡公馆里有这样三个人足够让我担心了。,,1457026380,1
34211,解释一下。,,1457026380,1
34212,让我介绍一下。<CHARNAME>，这几位是博德之门的大公：艾尔坦，莉拉·詹纳斯，安塔·银盾，和他的女儿史姬。,,1457026380,1
34213,怎么这么慢？,,1457026380,1
34214,我在房间里受到了袭击。,,1457026380,1
34215,我们来见你之前遭遇了一场小刺杀。,,1457026380,1
34216,说话注意点，老头。,,1457026380,1
34217,杀手身上有凯拉的标志。,,1457026380,1
34218,什么？,,1457026380,1
34219,你还记得我吧，<CHARNAME>？你肯定记得。,BD34219,1465490679,1
34220,我恐怕我不记得。咱们见过吗？,,1457026380,1
34221,当然了，史姬。但你怎么在这里？上次我和你见面时，如果我没记错，你被“绑架”了。,,1457026380,1
34222,你是个很难让人忘记的人，史姬·银盾，但我正在努力。,,1457026380,1
34223,我现在和那时不同了。我是个女人，不再是小女孩了。,,1457026380,1
34224,这是我老爸——呃，我的父亲，银盾公爵。,,1457026380,1
34225,我是安塔·银盾。贝尔特大公你已经认识了。这两位是艾尔坦大公和莉拉·詹纳斯大公。,,1457026380,1
34226,群英荟萃啊。,,1457026380,1
34227,这让我想起个笑话。这就像是，四个博德之门的公爵走进一间酒吧，然后——,,1457026380,1
34228,博德之门的大公们想见我？真让人担心。,,1457026380,1
34229,<CHARNAME>，你当然已经认识招待你的贝尔特大公了。让我介绍焰拳指挥官艾尔坦大公，安塔·银盾大公和他的女儿史姬，还有莉拉·詹纳斯大公。,,1457026380,1
34230,群英荟萃啊。,,1457026380,1
34231,博德之门的大公们？我要是有笔墨在身上，一定要个签名。,,1457026380,1
34232,博德之门的大公们想见我？真让人担心。,,1457026380,1
34233,嘿，我也在这儿呢。,,1457026380,1
34234,最近的日子就是让人担心。你知道北边出了什么事吧？,,1457026380,1
34235,听说过一点，但绝不如焰拳的指挥官了解详细……至少我希望如此。,,1457026380,1
34236,北边。地图上就是“上边”对吧？,,1457026380,1
34237,我知道那不关我事就够了。,,1457026380,1
